state rawpoll_trump adjpoll_trump
Nevada 37.0 41.80172
Ohio 42.56 43.21148
Maryland 25.89 34.03974
Arkansas 49.92 50.09163
Tennessee 47.07 47.31224
"North Carolina" 43.09 43.7085
Michigan 38.18 38.39933
Nebraska 36.58 44.7326
Massachusetts 19.79 28.64272
U.S. 44.1 42.68816
U.S. 44.09 41.80264
U.S. 40.0 45.23219
Georgia 46.0 49.05278
Maine 41.51 50.19398
U.S. 39.0 41.90928
Michigan 41.0 42.53344
Oklahoma 39.64 47.60704
U.S. 41.0 43.85122
Florida 47.0 48.29167
Pennsylvania 42.79 43.49877
Ohio 38.6 42.35482
Alabama 53.12 53.64199
"North Dakota" 49.28 57.38296
Washington 37.0 38.26543
U.S. 34.0 38.38503
Massachusetts 28.38 28.67207
Massachusetts 31.0 36.1982
Nevada 43.73 43.35464
Michigan 29.0 33.98397
Kansas 53.56 52.58133
Florida 39.19 47.45146
Mississippi 45.98 53.6351
Texas 48.31 48.40733
Wyoming 45.91 53.8617
"New Mexico" 29.0 33.94049
Indiana 53.16 52.3005
Connecticut 36.0 40.93094
U.S. 36.0 40.73068
"South Dakota" 51.61 50.80912
"New Mexico" 22.73 30.91982
Delaware 23.36 31.16545
Georgia 42.67 50.59603
U.S. 35.0 39.56807
U.S. 37.4 39.63739
U.S. 44.39 42.05653
"District of Columbia" 15.3 23.66276
U.S. 35.0 40.80419
"South Dakota" 31.07 39.028
Minnesota 34.63 34.47571
Alaska 37.74 45.77224
Iowa 48.82 48.84122
Texas 41.49 49.69068
U.S. 44.92 43.51385
U.S. 33.47 41.72958
Illinois 33.37 33.69568
Illinois 32.23 40.4831
U.S. 35.0 39.12236
Washington 27.99 36.49998
Kentucky 36.64 44.66172
Oklahoma 53.86 53.01652
Kansas 28.62 36.80366
Colorado 45.22 44.3361
Iowa 40.0 45.02585
Oklahoma 53.0 54.86885
U.S. 38.3 40.51932
Louisiana 49.56 49.93829
"South Carolina" 40.78 48.56261
Wisconsin 42.0 42.12606
Iowa 36.0 42.45257
"Maine CD-2" 33.6 38.15978
Montana 53.6 52.31814
"New York" 27.7 36.02322
Minnesota 25.42 33.81422
U.S. 37.0 41.69892
Maine 28.63 36.82638
California 23.74 24.38114
Louisiana 45.71 53.49595
Texas 36.8 43.63097
California 26.89 35.21816
"New Hampshire" 37.61 46.10404
"New Jersey" 32.22 33.14425
U.S. 37.0 39.21773
"West Virginia" 40.3 48.20512
"New Hampshire" 37.0 42.63448
Tennessee 42.73 50.73865
Arkansas 45.44 53.45115
"North Carolina" 36.78 44.82468
Kentucky 34.0 42.19066
U.S. 45.86 43.48646
U.S. 44.0 47.20609
Arizona 35.87 44.19472
Vermont 28.19 36.39946
U.S. 37.0 41.76156
"District of Columbia" 28.46 37.02296
"Maine CD-1" 30.9 35.74661
Colorado 25.52 33.95409
Wisconsin 37.0 41.94669
Iowa 39.0 40.99852
U.S. 36.7 38.91882
Virginia 36.57 44.73112
U.S. 44.77 43.3758
Michigan 28.98 37.26768
"New Hampshire" 36.28 36.16602
Mississippi 49.94 50.33244
U.S. 41.0 43.73837
Ohio 38.0 40.4925
"North Carolina" 43.58 43.63127
"New Jersey" 34.0 35.51064
Illinois 32.0 33.93639
Missouri 30.38 38.55385
Idaho 54.9 54.11843
Texas 40.0 44.67773
Missouri 47.0 48.44682
Connecticut 26.58 34.8885
"West Virginia" 51.74 52.45465
Delaware 32.95 33.2726
Indiana 35.07 43.20956
"New Mexico" 37.92 34.70966
U.S. 35.0 41.30324
U.S. 35.9 38.15401
"New York" 31.0 35.84
Kentucky 53.57 53.96453
U.S. 46.71 44.29028
Maryland 23.09 31.07324
Maine 38.19 38.48211
Wisconsin 27.22 35.59399
U.S. 36.0 40.24859
Iowa 29.27 37.51986
"New Jersey" 32.0 37.85876
Montana 36.3 44.30703
U.S. 44.5 43.08403
Missouri 46.0 49.96445
Oregon 26.47 34.75653
U.S. 36.0 40.36358
U.S. 37.7 40.0008
Wyoming 45.26 53.38464
"North Dakota" 39.19 47.47593
Pennsylvania 33.6 41.73863
Iowa 31.0 36.3218
Florida 44.3 47.63544
U.S. 36.6 38.9542
"New Jersey" 31.0 35.37226
Georgia 43.74 51.5128
Idaho 46.46 54.40159
"Rhode Island" 30.9 39.46068
Massachusetts 22.82 31.46451
California 34.0 35.25393
U.S. 46.7 44.22699
U.S. 36.0 40.35955
U.S. 32.5 35.88838
U.S. 46.0 48.1364
Colorado 37.0 42.02705
Illinois 34.0 36.25571
Kentucky 53.99 54.80526
Maryland 33.88 34.30129
Arkansas 49.15 49.48093
U.S. 41.4 43.8567
Indiana 53.53 52.73345
Nebraska 54.47 54.19703
Ohio 34.0 40.2086
U.S. 44.24 42.80148
U.S. 40.0 41.63354
Virginia 35.0 41.08122
Michigan 30.0 36.25397
"New Hampshire" 38.63 46.92813
"North Carolina" 37.0 42.92228
Pennsylvania 32.0 38.05052
Florida 34.0 40.17939
U.S. 42.0 44.84962
Alabama 56.59 64.3134
California 33.0 34.84331
U.S. 39.2 41.60253
"New Jersey" 34.19 42.53406
Ohio 35.84 44.09445
U.S. 37.0 40.30199
U.S. 35.0 41.79356
U.S. 47.36 44.83508
Oregon 41.36 41.61222
U.S. 38.0 42.06866
Vermont 18.62 27.0195
Pennsylvania 42.35 42.6263
Kansas 50.8 49.99873
Ohio 47.5 48.44889
Iowa 50.74 50.94558
Kentucky 33.6 42.64791
U.S. 38.0 42.43261
"North Carolina" 41.0 45.50634
Tennessee 47.02 47.32783
Maine 32.0 36.71089
"New Mexico" 26.02 33.94768
Missouri 50.79 50.8592
Delaware 30.04 38.0087
Nebraska 38.05 45.94388
Arizona 39.0 43.88081
U.S. 39.0 42.9284
U.S. 43.88 42.40262
Connecticut 37.36 38.15496
U.S. 47.83 45.24331
U.S. 39.7 42.12588
U.S. 39.0 41.59164
Kansas 43.0 47.93174
"New Jersey" 38.0 40.98587
Florida 47.0 49.63298
Michigan 39.05 38.82283
U.S. 41.0 44.58901
U.S. 36.0 41.47932
U.S. 36.0 42.69964
Nevada 45.02 44.81245
Illinois 29.52 37.74475
Hawaii 21.25 29.91075
U.S. 38.4 40.84864
U.S. 33.51 41.59656
Texas 48.1 48.05478
Nevada 33.06 41.1522
Ohio 42.81 43.01811
Michigan 38.0 42.83129
"South Dakota" 30.11 38.24137
"District of Columbia" 32.39 41.3236
U.S. 37.0 41.47721
Mississippi 52.31 59.75221
"New Hampshire" 38.66 38.95446
Delaware 28.07 28.71901
Washington 24.67 32.9921
"West Virginia" 49.23 50.28767
U.S. 38.0 43.00519
U.S. 37.0 40.32936
"New Mexico" 43.19 40.32644
Wisconsin 36.0 39.32947
Oklahoma 54.94 54.25119
Washington 35.21 35.55621
Alaska 39.24 47.45053
Idaho 56.14 55.70751
Georgia 45.0 48.44423
"New York" 34.06 34.79784
Illinois 30.81 30.99296
Montana 52.31 51.38812
U.S. 48.51 45.86847
Illinois 29.5 33.69289
Minnesota 35.94 35.86669
Massachusetts 30.28 30.68553
Oregon 40.95 41.6787
"New Jersey" 31.0 36.03223
Virginia 39.2 41.40415
"North Carolina" 41.89 49.77441
Florida 46.4 47.34343
Kansas 44.0 47.46582
Texas 39.97 48.14285
U.S. 37.3 39.80899
U.S. 44.28 42.76643
Virginia 27.0 34.99394
Florida 37.09 45.32304
"New Hampshire" 42.0 43.48164
Mississippi 51.15 51.80839
Ohio 40.0 44.78685
Idaho 44.0 47.46151
Nevada 34.44 42.27905
Ohio 40.0 43.01516
"North Dakota" 45.08 53.70468
Arizona 44.0 45.91719
Arkansas 45.52 53.28546
California 27.38 35.67909
U.S. 37.0 40.33349
Louisiana 51.87 52.38394
U.S. 38.6 41.15329
Montana 28.94 37.12364
Michigan 30.85 38.96299
"New York" 30.76 39.0542
Wyoming 58.22 66.66483
"New Hampshire" 34.38 43.23675
Kansas 30.92 38.84208
U.S. 49.38 46.67058
U.S. 37.0 41.52369
Minnesota 28.42 36.63322
Colorado 28.19 36.44071
"Rhode Island" 30.19 39.12106
Arizona 32.92 41.06783
Arizona 45.74 45.72462
Louisiana 45.73 53.291
U.S. 43.95 42.39926
Vermont 18.36 27.11132
U.S. 36.9 39.48885
"West Virginia" 35.52 43.59497
Oregon 32.0 36.47855
Wisconsin 41.09 41.29562
Kentucky 35.16 42.93506
Colorado 43.82 43.01991
Mississippi 54.84 62.42137
Maine 35.15 43.53555
Connecticut 31.5 39.53543
Missouri 29.66 37.66591
Michigan 41.67 41.36514
Delaware 28.33 36.60093
U.S. 38.0 40.87967
Nebraska 51.22 51.28817
U.S. 49.02 46.24047
U.S. 45.28 43.68535
"South Carolina" 45.0 49.36164
U.S. 36.0 40.53434
"South Carolina" 50.55 51.15897
Maine 27.83 36.56577
Oklahoma 35.91 43.63542
U.S. 36.8 39.44544
Arkansas 51.28 51.93069
U.S. 35.0 39.0342
Idaho 43.51 51.62386
U.S. 41.2 44.70197
Tennessee 47.7 55.46319
Maine 39.71 40.39361
Pennsylvania 38.0 42.63198
Arkansas 35.42 43.34605
U.S. 44.0 46.43543
"South Carolina" 45.73 53.28797
Hawaii 31.59 39.90828
California 28.38 28.8782
Georgia 45.5 48.36616
Pennsylvania 37.06 45.03279
U.S. 44.0 47.73509
Georgia 40.0 44.34769
Nevada 40.0 43.85477
Nevada 33.54 41.54452
"North Carolina" 40.0 44.23095
"New Mexico" 29.76 37.85903
Indiana 53.13 52.57043
Indiana 32.52 40.49366
Iowa 29.81 37.79219
"New Jersey" 32.62 40.78602
Arizona 45.0 49.32483
Michigan 33.0 37.27428
Wisconsin 32.0 36.39208
U.S. 38.8 41.50825
U.S. 40.0 42.66279
U.S. 36.0 40.54287
U.S. 48.95 46.10643
Iowa 49.46 50.02142
Alabama 48.39 55.89421
Kansas 49.42 48.96457
U.S. 45.75 44.10925
"South Dakota" 43.0 51.45232
Delaware 22.13 23.80726
"Rhode Island" 23.5 32.89455
U.S. 36.0 40.50565
"North Dakota" 45.58 54.62859
Wisconsin 27.71 35.90417
Connecticut 37.48 38.63966
Maine 35.0 38.0615
Virginia 36.0 40.66206
"New Hampshire" 40.0 41.43001
Florida 42.36 50.4216
Virginia 37.51 37.63804
U.S. 38.6 41.36961
U.S. 40.0 41.88958
Montana 60.2 59.52381
U.S. 49.31 46.39314
Ohio 33.55 41.63173
Missouri 53.43 53.74022
Nevada 41.48 41.60446
Virginia 38.0 40.69416
Alaska 44.22 53.17364
Hawaii 27.69 36.77932
Nebraska 41.65 49.71299
U.S. 37.0 41.53527
Oregon 28.75 36.76548
U.S. 35.0 40.2402
Kansas 36.0 40.74105
"New Hampshire" 44.0 43.82525
Washington 36.92 37.54684
Massachusetts 22.87 31.21049
U.S. 40.0 44.13496
U.S. 42.0 44.61752
Wyoming 46.76 55.60549
Maryland 28.62 36.36012
Maine 28.42 37.59402
"West Virginia" 35.28 43.66943
Alaska 39.0 44.08522
Tennessee 49.74 50.28919
Florida 40.0 44.75822
"West Virginia" 54.04 55.33146
Maryland 29.03 29.68946
Idaho 55.85 55.65556
"New Hampshire" 35.71 36.28414
U.S. 39.9 42.72543
Minnesota 33.76 33.95368
Delaware 30.62 39.26914
Florida 42.0 44.51687
U.S. 38.0 44.17009
Louisiana 53.54 61.24804
U.S. 49.07 46.07368
Montana 34.93 43.44061
Montana 46.87 47.05321
Oklahoma 44.2 52.08336
U.S. 45.52 43.83917
Oklahoma 53.18 52.80428
Alaska 41.15 49.69059
"New Hampshire" 20.7 30.01064
Wisconsin 39.0 41.08454
Delaware 23.53 24.40117
U.S. 36.0 40.48858
Louisiana 54.2 54.99966
Florida 45.16 45.96069
"District of Columbia" 21.78 31.17742
Texas 51.13 51.24342
Illinois 25.35 33.4038
U.S. 37.0 41.5276
"Maine CD-1" 33.0 36.44081
"North Carolina" 43.72 44.05328
U.S. 34.0 37.34885
"New Mexico" 41.45 39.66127
"Rhode Island" 19.93 29.67307
U.S. 41.0 43.57619
U.S. 40.7 43.5831
Texas 39.0 43.95898
Massachusetts 31.09 31.81657
Kentucky 40.67 48.60629
Mississippi 58.25 59.08814
Alabama 52.94 53.73826
U.S. 47.69 44.65637
"New Hampshire" 41.0 45.97782
Illinois 36.18 36.52674
Idaho 42.37 50.8028
"New York" 29.97 30.87848
"New York" 31.27 39.38913
Colorado 43.13 42.6016
Colorado 39.0 42.41202
California 28.33 36.45372
Georgia 39.2 46.74906
U.S. 36.0 39.44757
U.S. 46.13 44.40299
U.S. 36.8 39.74612
Nebraska 55.65 55.95066
Texas 40.37 48.37497
Georgia 47.77 47.86191
U.S. 37.0 41.26323
Kansas 29.59 37.68306
Connecticut 31.8 40.01392
Washington 25.27 33.31778
"North Carolina" 42.0 44.87715
U.S. 37.0 41.51954
"Maine CD-2" 37.0 39.59836
U.S. 41.0 42.02104
"South Carolina" 40.95 48.65481
California 28.0 32.84654
Virginia 39.0 42.98306
Vermont 12.63 21.82159
U.S. 42.0 43.39029
Virginia 37.08 37.61528
California 33.0 34.13347
U.S. 35.0 39.47561
Wisconsin 39.63 40.10023
U.S. 34.58 42.41393
Pennsylvania 46.46 46.59385
"New Mexico" 47.6 44.97286
Pennsylvania 42.0 44.9115
U.S. 34.8 37.80348
Minnesota 28.24 36.18892
"New Jersey" 37.0 40.87189
"South Carolina" 48.91 49.71224
U.S. 47.66 44.59287
U.S. 29.0 33.62971
Colorado 31.48 39.46296
Tennessee 41.49 49.41364
U.S. 46.21 44.4297
U.S. 42.0 44.76991
Indiana 48.0 50.47108
Arkansas 49.8 50.66818
Alabama 55.11 62.75749
U.S. 37.0 41.84745
Virginia 32.04 39.78984
Nevada 46.0 47.12659
"North Carolina" 45.0 46.4466
Ohio 43.0 44.56181
Pennsylvania 41.0 42.5737
Arkansas 35.13 43.35337
U.S. 42.0 43.0928
U.S. 34.0 37.05576
Mississippi 56.57 64.409
Iowa 30.86 39.01715
Arkansas 47.0 51.48204
Maine 32.89 33.84141
"New Mexico" 28.46 36.87626
"North Carolina" 41.32 48.97039
Missouri 31.95 39.71071
Wyoming 42.45 51.59678
Pennsylvania 36.0 40.07083
Ohio 41.0 45.22891
"North Carolina" 38.0 41.94259
Nevada 44.0 48.2441
Kansas 51.62 51.40034
Arizona 33.82 41.70956
Iowa 41.0 42.87722
Iowa 43.91 44.71421
"New Jersey" 33.46 34.64532
Arizona 47.86 47.92068
Ohio 42.88 42.9453
"West Virginia" 54.98 56.5998
U.S. 37.8 40.89083
Oklahoma 44.62 52.79576
Indiana 55.94 55.64318
Nebraska 45.78 54.15607
Washington 37.02 37.95544
Tennessee 44.0 47.61376
"West Virginia" 57.0 58.94518
U.S. 46.6 44.76779
Oregon 28.11 36.30265
Alaska 29.36 38.62423
Michigan 29.9 37.75793
Massachusetts 23.57 32.10921
Missouri 52.69 53.26722
U.S. 47.14 44.05388
U.S. 37.9 41.03043
Connecticut 40.14 41.54867
Indiana 33.29 41.02142
"West Virginia" 52.23 61.01295
U.S. 38.0 44.86958
Maryland 29.58 30.50348
U.S. 39.0 41.71442
U.S. 36.0 41.31171
Nevada 43.0 46.67109
Tennessee 48.53 49.34655
Oklahoma 52.43 52.26709
Georgia 44.88 52.57531
Maryland 26.86 34.75904
Hawaii 23.55 32.96158
Wisconsin 27.62 35.55164
Nevada 40.55 40.90054
Nevada 35.62 43.93087
Idaho 35.73 44.56192
U.S. 36.0 41.75628
"District of Columbia" 25.62 35.36619
Maryland 32.11 33.46632
U.S. 36.5 39.6684
U.S. 39.0 43.59218
"New Jersey" 35.87 43.77607
Kansas 28.56 36.9696
Pennsylvania 35.75 43.48063
Louisiana 45.38 53.36026
U.S. 38.5 41.71194
Mississippi 58.52 59.6291
U.S. 46.17 43.06618
U.S. 46.72 43.63277
"New York" 30.11 31.35456
U.S. 46.53 44.63602
"New Hampshire" 22.15 31.80194
Minnesota 31.31 31.79795
U.S. 39.1 42.44001
California 24.22 24.88932
U.S. 37.6 40.85291
Maine 17.28 26.78358
U.S. 37.0 38.42277
Vermont 18.1 27.62265
U.S. 34.0 38.83257
Missouri 44.0 46.22108
Louisiana 59.91 60.90328
Massachusetts 29.86 30.93757
U.S. 36.0 41.83289
U.S. 38.0 41.37851
Illinois 33.86 34.53295
Colorado 38.0 41.08835
Alabama 50.6 51.58525
Ohio 42.0 44.96991
Florida 41.0 44.13588
Kentucky 53.27 54.30386
U.S. 38.9 42.19423
Montana 32.2 41.11979
U.S. 46.05 42.99031
"South Dakota" 34.63 43.48396
"North Dakota" 48.83 58.19735
Kentucky 43.82 52.05479
Colorado 43.29 43.06081
"New Hampshire" 44.52 45.4712
Pennsylvania 43.81 44.09912
U.S. 39.0 42.09972
Georgia 48.39 48.71825
Ohio 35.09 42.91954
U.S. 46.61 44.66118
Connecticut 26.44 34.98438
"South Carolina" 48.14 49.22755
"South Dakota" 38.56 47.71598
Arkansas 40.6 49.19544
Idaho 58.08 58.21843
U.S. 34.63 42.62906
"South Carolina" 39.13 47.10666
Texas 42.1 49.85985
U.S. 38.3 41.72136
Delaware 31.69 40.62353
"Rhode Island" 18.48 28.59658
Minnesota 26.85 34.97168
U.S. 41.0 45.15317
Ohio 33.0 38.83062
U.S. 45.68 42.65344
Illinois 35.0 38.90481
"New York" 29.4 37.26349
Texas 48.29 48.72225
Virginia 36.84 44.7494
Tennessee 49.08 57.30067
Wisconsin 39.67 40.43199
U.S. 47.02 45.0033
Nebraska 40.91 49.67786
Arizona 46.11 46.42949
Maryland 25.98 34.17324
Nevada 44.0 46.82602
Washington 28.2 36.42709
Wyoming 41.75 51.21966
U.S. 46.94 44.85318
Pennsylvania 48.0 48.96022
Florida 48.5 50.1737
"North Carolina" 39.54 47.34336
Florida 49.84 50.80528
Arizona 32.1 40.15838
Colorado 28.49 36.64798
Alabama 56.78 64.69273
U.S. 38.9 42.36187
Iowa 35.27 43.75108
Ohio 43.52 43.75201
Arkansas 47.62 48.79921
Michigan 39.0 41.06202
Vermont 11.42 21.29744
U.S. 47.15 44.15209
U.S. 46.55 43.55432
U.S. 41.0 42.85447
Michigan 33.58 41.60466
U.S. 42.0 42.43818
Oklahoma 44.56 53.10167
"New Jersey" 36.24 37.9716
Illinois 30.29 38.09418
Indiana 40.0 43.21101
Florida 41.33 49.14126
"West Virginia" 46.86 48.82935
"New Mexico" 29.96 38.77324
"New Mexico" 33.0 35.97945
U.S. 46.66 44.50914
California 30.35 38.21767
Florida 42.0 45.21558
U.S. 35.0 39.45442
U.S. 46.77 43.77857
Nebraska 44.65 45.27761
Oregon 35.01 35.98538
California 32.19 33.19609
Maryland 27.0 30.71031
Massachusetts 28.07 36.97712
Missouri 31.81 39.73099
U.S. 37.4 40.91185
Alaska 37.98 47.57708
Mississippi 53.49 54.89691
Wisconsin 31.0 33.65913
Colorado 38.55 38.79972
U.S. 38.0 42.40023
"New Hampshire" 28.86 38.87771
Maine 41.65 42.96586
U.S. 47.55 44.59961
Oregon 29.77 38.29066
U.S. 37.0 41.42679
Hawaii 22.49 32.24694
U.S. 36.0 42.77844
U.S. 47.26 45.03585
Indiana 32.25 40.13976
"West Virginia" 48.45 50.57391
U.S. 36.0 41.01058
Kansas 52.45 52.56079
"West Virginia" 48.64 57.71885
Nevada 33.81 42.50424
Mississippi 53.12 61.28141
Iowa 44.18 45.32211
Idaho 49.24 49.73205
Wisconsin 24.49 32.59325
Michigan 43.84 43.78957
"New Jersey" 36.19 44.26599
U.S. 30.9 39.13114
U.S. 47.38 44.46108
Louisiana 50.15 58.47092
U.S. 38.0 41.49741
Tennessee 49.44 50.49806
U.S. 46.68 44.3764
Kansas 33.94 42.74573
Oklahoma 48.41 48.55316
Indiana 55.66 55.60099
Oklahoma 48.0 53.22995
Mississippi 51.86 53.40818
U.S. 39.0 43.36435
"New Hampshire" 47.86 49.20467
"New York" 37.0 38.90306
Georgia 39.72 47.68606
Florida 38.0 42.1997
Louisiana 56.69 57.96896
Maine 32.25 42.10675
U.S. 46.7 44.35909
Alabama 51.54 52.8039
Washington 24.3 32.85906
Pennsylvania 36.05 43.93892
"District of Columbia" 22.16 32.27996
Connecticut 39.13 40.88317
U.S. 47.62 44.72753
"North Dakota" 41.81 51.51896
Kentucky 40.03 48.63833
Kentucky 46.34 47.68608
Idaho 35.94 45.07204
Washington 35.41 36.6202
U.S. 36.4 39.95583
Arizona 42.2 43.99765
Idaho 44.22 44.86766
Missouri 50.78 51.59844
Oregon 32.0 34.58496
Ohio 32.71 40.70438
U.S. 47.77 44.92151
"South Carolina" 45.72 47.1183
U.S. 37.0 41.33263
Nevada 34.94 35.61069
U.S. 46.16 43.78558
U.S. 40.0 43.46952
Delaware 23.01 32.24831
Mississippi 47.98 56.38384
U.S. 36.1 39.70295
Georgia 47.01 47.55475
Minnesota 32.95 33.70117
Nebraska 41.5 42.47589
Pennsylvania 44.29 44.89308
U.S. 42.0 45.28544
Connecticut 26.41 35.36791
"Rhode Island" 27.03 37.41809
Arkansas 47.65 49.16315
"West Virginia" 47.13 56.52597
"New York" 35.0 37.18165
Maryland 28.0 29.74244
U.S. 34.09 42.39478
U.S. 46.3 43.90659
U.S. 47.93 45.13403
"New Hampshire" 39.45 40.96051
Maine 39.83 41.52796
Arkansas 42.42 51.29521
Texas 42.35 50.27007
U.S. 34.5 38.14629
Arizona 45.89 46.49516
Texas 48.89 49.53909
Nebraska 49.39 50.52013
Colorado 28.93 37.41199
Massachusetts 31.85 33.23653
Florida 43.12 51.09489
"North Dakota" 43.01 52.96728
U.S. 35.0 39.62749
U.S. 32.0 37.45661
"South Carolina" 40.17 48.48685
"North Carolina" 37.88 45.96655
Kansas 47.97 48.43224
"South Dakota" 25.56 35.03964
Michigan 31.05 39.38332
Ohio 45.5 46.06244
Montana 33.33 42.55746
Massachusetts 31.0 32.82567
Arizona 34.56 42.93093
Illinois 29.4 37.36735
U.S. 48.9 46.15544
Maryland 23.56 32.12141
Oklahoma 54.42 54.89262
Alaska 28.39 38.22904
Oklahoma 37.06 45.87682
Oregon 28.36 37.29114
U.S. 33.2 36.88682
U.S. 46.4 43.9889
Iowa 30.31 39.19643
"New Hampshire" 42.0 43.42562
Tennessee 43.66 52.25239
Missouri 33.32 41.53772
Iowa 39.52 41.02027
U.S. 48.73 46.03214
"North Carolina" 44.7 45.28431
U.S. 33.0 39.54156
Indiana 31.52 39.7029
Wyoming 40.77 50.47437
"New York" 28.23 36.26059
Maine 17.56 27.67348
Illinois 36.68 37.57496
California 28.05 36.08504
U.S. 36.0 40.28878
"New Jersey" 33.98 42.37057
Louisiana 49.56 58.13707
U.S. 40.0 41.65466
Virginia 31.32 39.5248
Wisconsin 38.16 39.18319
U.S. 38.0 42.79986
Connecticut 37.43 39.54728
U.S. 35.0 39.2435
U.S. 33.5 37.22654
"South Dakota" 34.67 44.38491
U.S. 37.0 44.10988
U.S. 38.0 42.15226
"New York" 28.47 29.94349
Alabama 48.14 49.70864
Nevada 38.78 39.79285
U.S. 45.29 42.89549
Oregon 39.17 40.4874
U.S. 49.06 46.40891
Arkansas 44.73 46.3937
Maine 37.19 39.05088
U.S. 37.0 43.20832
U.S. 37.0 41.20218
"New Mexico" 27.95 37.06175
U.S. 45.0 47.469
Massachusetts 24.19 33.55752
"New York" 35.0 38.08368
Alabama 55.58 63.82467
Texas 45.87 47.16273
"New Hampshire" 20.86 31.14359
U.S. 34.2 37.97366
Wisconsin 27.08 35.50096
Kentucky 45.34 47.0211
Minnesota 34.62 35.73351
Florida 47.17 48.46267
Michigan 41.32 41.55066
Louisiana 50.38 51.97005
U.S. 39.0 43.09637
Nebraska 34.35 43.41247
Hawaii 22.95 32.958
Vermont 9.46 19.59534
Georgia 40.74 49.04488
Pennsylvania 44.0 45.20778
Kansas 47.54 48.15728
Tennessee 45.65 47.04765
U.S. 48.61 46.00588
U.S. 44.84 42.47303
Indiana 55.4 55.67668
"North Carolina" 39.0 42.88821
U.S. 38.0 41.72847
Iowa 41.45 43.10704
U.S. 34.7 38.51885
Minnesota 25.54 33.98151
Nevada 33.9 42.88251
"District of Columbia" 24.78 35.17166
Oklahoma 58.44 59.06202
"New Hampshire" 39.0 40.82656
Pennsylvania 36.18 44.36196
Nevada 38.33 39.49552
Mississippi 53.52 62.18365
Missouri 46.1 47.25772
Virginia 36.87 37.64524
Idaho 36.13 45.58367
Arizona 40.0 43.893
U.S. 33.6 37.45334
U.S. 45.38 43.04616
"South Carolina" 41.66 50.23265
U.S. 48.23 45.66869
"South Carolina" 50.04 51.58289
Arkansas 39.6 48.77504
Illinois 29.58 31.12905
"New York" 32.0 36.17631
Minnesota 26.85 35.69176
Pennsylvania 35.0 40.9387
U.S. 39.0 43.08
Washington 25.56 34.5345
Texas 39.7 47.9167
Texas 45.36 46.31942
Louisiana 48.16 49.89473
Kentucky 32.51 41.39921
Delaware 32.29 41.74986
Connecticut 25.54 34.80887
"New York" 29.64 31.78157
U.S. 35.4 39.28129
U.S. 46.34 44.03481
U.S. 36.0 41.69157
Georgia 46.33 47.1881
Washington 32.57 34.15465
Florida 41.04 49.31783
Illinois 29.41 37.67942
"West Virginia" 38.67 48.29649
U.S. 51.0 51.70671
Massachusetts 32.51 34.30685
Ohio 34.34 42.63957
U.S. 35.2 39.10555
U.S. 47.19 44.69245
Minnesota 35.0 37.58846
Alabama 56.17 64.66426
Maryland 30.47 32.15742
California 24.2 25.43552
Oregon 36.58 38.25928
Maryland 24.29 33.12826
U.S. 33.61 42.29737
Colorado 28.53 37.41747
U.S. 40.0 43.36311
U.S. 34.4 38.31093
California 33.0 35.93718
Kansas 26.61 35.7136
Arizona 34.6 43.36206
Oklahoma 42.18 51.29169
Indiana 54.13 54.67786
U.S. 47.09 44.78703
Montana 28.11 37.66719
"New York" 31.36 39.69994
Michigan 32.7 37.62787
"New York" 31.38 33.17668
U.S. 46.09 43.62305
Missouri 41.13 42.56133
"New Mexico" 25.13 34.56166
U.S. 39.0 43.06193
Indiana 35.57 44.11974
Nevada 41.46 50.75145
California 26.36 34.7049
Illinois 26.24 27.45079
U.S. 36.0 43.37455
Oregon 27.93 37.16978
Wisconsin 39.27 40.65341
U.S. 34.6 38.5334
U.S. 38.0 42.5266
Pennsylvania 41.77 42.5865
Wisconsin 35.0 36.24757
Alabama 54.53 56.24169
Massachusetts 23.46 33.17371
Tennessee 42.91 44.58146
U.S. 46.5 44.06103
Tennessee 44.62 53.4919
Missouri 31.19 39.77906
U.S. 37.0 41.90028
U.S. 35.0 38.94744
"New Jersey" 33.11 41.89423
U.S. 47.77 45.47129
U.S. 46.0 48.03492
"North Carolina" 39.03 47.47093
California 26.06 27.96458
Louisiana 51.78 60.63158
Minnesota 33.97 35.37275
Massachusetts 29.58 31.69862
Arizona 44.56 45.42143
Georgia 45.0 48.51652
Connecticut 36.71 38.98558
Virginia 29.32 37.89446
U.S. 35.4 39.35789
Michigan 29.24 37.95959
U.S. 41.0 42.65303
Oregon 44.0 43.76441
U.S. 45.52 43.11415
"New York" 36.0 36.06855
U.S. 47.7 45.44233
Michigan 33.0 36.14716
Washington 33.48 35.36211
Ohio 45.95 46.73741
Colorado 39.74 40.34797
U.S. 38.0 42.06034
Kansas 26.88 36.30281
"North Carolina" 43.83 44.64265
U.S. 39.0 43.06996
Kentucky 47.01 48.84192
Idaho 40.41 50.09747
Pennsylvania 45.28 46.73326
Florida 44.6 46.11551
U.S. 47.22 44.9938
Iowa 32.81 42.00124
U.S. 40.0 44.09662
Georgia 43.94 52.49966
U.S. 45.13 42.75595
Nebraska 38.25 47.6282
Wisconsin 29.07 37.88855
U.S. 34.0 39.05454
U.S. 38.0 42.06142
U.S. 35.3 39.25756
U.S. 36.0 40.61207
"New Jersey" 33.54 35.62869
U.S. 41.0 45.14341
Maryland 28.0 30.1288
Connecticut 26.51 36.11212
Georgia 46.04 47.15413
Mississippi 52.99 61.84251
