Id,MSZoning,LotArea,YrSold,SalePrice
1689,RL,10125,2009,181609.3487
1690,RL,8965,2009,178221.5316
1691,RL,8174,2009,175559.9207
1692,RL,12891,2009,200328.8228
1693,RL,9734,2009,178630.0606
1694,RL,8433,2009,177174.5352
1695,RL,7750,2009,172515.6874
1696,RL,15896,2009,204032.9929
1697,RL,7848,2009,176023.2328
1698,RL,12720,2009,202202.0733
1699,RL,10750,2009,181734.4801
1700,RL,9085,2009,183982.159
1701,RL,11692,2009,188007.9424
1702,RL,11194,2009,185922.9668
1703,RL,10206,2009,183978.5449
1704,RL,10130,2009,177199.6186
1705,RL,9139,2009,181878.648
1706,RL,11128,2009,173622.0887
1707,FV,7993,2009,180728.1686
1708,FV,8640,2009,176477.0266
1709,FV,12606,2009,184282.2667
1710,FV,7500,2009,162062.4754
1711,FV,10603,2009,182550.071
1712,FV,8125,2009,180987.9496
1713,FV,10625,2009,178173.7976
1714,FV,8736,2009,179980.6359
1715,FV,8127,2009,173257.6378
1716,RL,9605,2009,177271.2911
1717,RL,7500,2009,175338.3554
1718,RL,7500,2009,177548.1405
1719,RL,10628,2009,175969.9166
1720,RL,10141,2009,175011.482
1721,RL,13072,2009,185199.3726
1722,RL,13072,2009,188514.0502
1723,RL,12450,2009,185080.1453
1724,RL,7328,2009,157304.4026
1725,RL,11492,2009,194260.8595
1726,RL,7703,2009,181262.33
1727,RL,7175,2009,157003.2927
1728,RL,9109,2009,182924.4994
1729,RL,10274,2009,181902.5864
1730,RL,8250,2009,188985.3717
1731,RL,9750,2009,185290.9045
1732,RL,8499,2009,177304.4258
1733,RL,9079,2009,166274.9005
1734,RL,9316,2009,177807.4205
1735,RL,7791,2009,180330.6248
1736,RL,7150,2009,179069.1122
1737,RL,15676,2009,175943.3718
1738,RL,11949,2009,185199.0506
1739,FV,2880,2009,167350.9108
1740,FV,3830,2009,149315.3119
1741,FV,4217,2009,139010.8478
1742,FV,2998,2009,155412.1518
1743,FV,3768,2009,171308.314
1744,RL,14694,2009,176220.5433
1745,RL,15417,2009,177643.435
1746,RL,9600,2009,187222.6533
1747,RL,12732,2009,185635.1321
1748,RL,10400,2009,206492.5342
1749,RL,9600,2009,181681.0211
1750,RL,9000,2009,180500.1981
1751,RL,13774,2009,206486.1709
1752,RL,7130,2009,161334.3012
1753,RL,9600,2009,176156.5583
1754,RL,9600,2009,191642.2235
1755,RL,16500,2009,191945.808
1756,RL,7436,2009,164146.306
1757,RL,8125,2009,179883.0571
1758,RL,9450,2009,178071.1377
1759,RL,13495,2009,188241.6379
1760,RL,9350,2009,174559.6562
1761,RL,10500,2009,182347.363
1762,RL,8970,2009,191507.2519
1763,RL,11475,2009,199751.8656
1764,RL,9768,2009,162106.4161
1765,RL,9900,2009,164575.9823
1766,RL,10573,2009,179176.3522
1767,RL,14695,2009,177327.4039
1768,RL,8760,2009,177818.0838
1769,RL,12285,2009,186965.204
1770,RL,9240,2009,178762.7422
1771,RL,8750,2009,183322.8661
1772,RL,8750,2009,178903.2959
1773,RL,10400,2009,186570.1294
1774,RL,9482,2009,199144.2428
1775,RL,8128,2009,172154.7133
1776,RL,13070,2009,177444.0192
1777,RL,8480,2009,166200.9381
1778,RL,7626,2009,158995.7706
1779,RL,9533,2009,168273.2825
1780,RL,11419,2009,189680.4531
1781,RL,9600,2009,181681.0211
1782,RL,5470,2009,160277.1426
1783,RL,10800,2009,197318.5472
1784,RL,8146,2009,162228.9356
1785,RL,10230,2009,187340.4555
1786,RL,10410,2009,181065.347
1787,RL,7200,2009,190233.6091
1788,RL,5400,2009,157929.5949
1789,RL,10800,2009,168557.0019
1790,RL,10800,2009,160805.5846
1791,RL,9671,2009,221648.392
1792,RL,10143,2009,180539.8808
1793,RL,11500,2009,182105.6163
1794,RL,8010,2009,166380.8526
1795,RL,10454,2009,178942.1556
1796,RL,9000,2009,162804.7478
1797,RL,8064,2009,183077.6844
1798,RL,7350,2009,171728.472
1799,RL,7200,2009,164786.7415
1800,RL,8000,2009,177427.2672
1801,RL,10800,2009,197318.5472
1802,RL,8064,2009,178658.1142
1803,RL,7570,2009,185437.3205
1804,RL,8604,2009,169759.6525
1805,RL,7936,2009,173986.6351
1806,RM,4080,2009,168607.6643
1807,RM,10307,2009,194138.5191
1808,RM,15660,2009,192502.4409
1809,RM,9900,2009,176746.9698
1810,RM,6406,2009,177604.8917
1811,RM,7627,2009,193283.7466
1812,RM,10134,2009,181627.061
1813,RM,6000,2009,169071.6203
1814,RM,7404,2009,167398.0065
1815,RM,5925,2009,150106.5051
1816,RM,8520,2009,159650.3043
1817,RM,9600,2009,179471.236
1818,RM,8400,2009,177109.59
1819,RM,3600,2009,166558.1133
1820,C (all),3300,2009,153796.7143
1821,RM,5400,2009,174520.1526
1822,RM,9720,2009,196297.9583
1823,C (all),9392,2009,169100.6816
1824,RL,6615,2009,176911.3192
1825,RL,4960,2009,169234.6455
1826,RM,6000,2009,172386.2979
1827,RM,6120,2009,156031.9048
1828,RM,6120,2009,168202.8923
1829,RM,8635,2009,166505.984
1830,RM,8094,2009,176507.3702
1831,RM,9928,2009,180116.7526
1832,RM,3000,2009,183072.7406
1833,RM,6876,2009,189595.9647
1834,RM,5775,2009,167523.9191
1835,RM,5852,2009,210817.7759
1836,RM,5160,2009,172942.9308
1837,RM,5160,2009,145286.2781
1838,RM,10320,2009,176468.6534
1839,RL,4280,2009,159040.0696
1840,RL,10800,2009,178518.2043
1841,RL,10547,2009,169163.9808
1842,RL,9780,2009,189786.6853
1843,RL,11625,2009,181246.7285
1844,RL,8014,2009,176349.9272
1845,RL,15400,2009,205266.631
1846,RL,15312,2009,187397.9934
1847,RL,15584,2009,208943.4277
1848,RL,9000,2009,165014.5329
1849,RL,15635,2009,182492.0376
1850,RL,9571,2009,161718.7126
1851,RL,9350,2009,180084.1189
1852,RL,7440,2009,178534.9508
1853,RL,4235,2009,151217.26
1854,RL,10778,2009,156342.7176
1855,RL,19255,2009,188511.4438
1856,RL,10560,2009,183570.3379
1857,RL,26400,2009,225810.1603
1858,RL,7018,2009,214217.4011
1859,RL,7018,2009,187665.641
1860,RL,7040,2009,161157.1777
1861,RL,7007,2009,187643.9926
1862,RL,11855,2009,228156.3728
1863,RL,7939,2009,220449.5347
1864,RL,7976,2009,220522.3521
1865,RL,10933,2009,156647.7635
1866,RL,10816,2009,187388.8334
1867,RL,9178,2009,178640.7238
1868,RL,11422,2009,180847.2167
1869,RL,6762,2009,159505.1705
1870,RL,10324,2009,164305.538
1871,RL,11645,2009,180181.1967
1872,RL,11646,2009,184602.735
1873,RL,16698,2009,193440.3722
1874,RL,9757,2009,184199.7882
1875,RL,14753,2009,196241.8929
1876,RL,8750,2009,175588.6183
1877,RL,10739,2009,179503.0465
1878,RL,11166,2009,183658.0766
1879,RL,16269,2009,193700.9763
1880,RL,6950,2009,165399.6245
1881,RL,11664,2009,186847.9448
1882,RL,12334,2009,198127.7329
1883,RL,8749,2009,183320.8981
1884,RL,11250,2009,181613.6067
1885,RL,15750,2009,178298.7918
1886,RL,12782,2009,185733.534
1887,RL,8750,2009,180008.1885
1888,RL,10200,2009,175127.5962
1889,RL,11069,2009,183467.1769
1890,RL,10682,2009,182705.546
1891,RM,3675,2009,152324.9436
1892,RL,6410,2009,169878.516
1893,RL,11767,2009,183735.9751
1894,RL,10926,2009,224118.2801
1895,RL,11767,2009,169355.2025
1896,RL,8212,2009,180054.2764
1897,RH,6300,2009,174081.602
1898,RL,5707,2009,168494.985
1899,RL,8574,2009,181871.5988
1900,RL,7155,2009,173554.4897
1901,RL,13680,2009,169805.3822
1902,RL,14680,2009,176192.9907
1903,RL,8145,2009,204264.3928
1904,RL,9100,2009,169630.907
1905,RL,13339,2009,185724.8388
1906,RL,15600,2009,195699.0363
1907,RL,17500,2009,189494.2762
1908,RM,1733,2009,149607.9057
1909,RM,1488,2009,154650.199
1910,RM,1612,2009,151579.5581
1911,RL,13607,2009,185147.3805
1912,RL,17597,2009,196314.5312
1913,RM,8660,2009,210802.3954
1914,C (all),10200,2009,166271.2864
1915,RM,3843,2009,154865.3591
1917,RL,10125,2009,179399.5636
1918,RL,9750,2009,164280.7766
1919,RL,9360,2009,171247.4895
1920,RL,11070,2009,166878.5872
1921,RL,13438,2009,188129.4597
1922,RL,14463,2009,183517.3437
1923,RL,9839,2009,175522.0269
1924,RL,14419,2009,190060.1053
1925,RL,9157,2009,174179.8248
1926,RL,12633,2009,171059.5237
1927,RL,12518,2009,183004.1868
1928,RL,13383,2009,183601.6474
1929,RL,7689,2009,163539.3272
1930,RL,7706,2009,164677.6764
1931,RL,7669,2009,162395.0739
1932,RL,10429,2009,182207.6323
1933,RL,10457,2009,192223.9398
1934,RL,8702,2008,176391.8294
1935,RL,8139,2008,181913.1791
1936,RL,9535,2008,179136.0979
1937,RL,15038,2008,196595.5682
1938,RL,14137,2008,194822.3657
1939,RL,6264,2008,148356.6694
1940,RL,5070,2008,160387.6043
1941,RL,11184,2008,181276.5006
1942,RL,14067,2008,192474.8179
1943,RL,5950,2008,157699.9078
1944,RL,13543,2008,215785.5408
1945,RL,15401,2008,181824.301
1946,RL,31220,2008,221813.0095
1947,RL,8118,2008,165281.2926
1948,RL,47280,2008,255629.4905
1949,RL,12680,2008,173154.591
1950,RL,10825,2008,183884.6525
1951,RL,18559,2008,200210.3536
1952,RL,14450,2008,186599.2213
1953,RL,13068,2008,192718.5327
1954,RL,10400,2008,178628.666
1955,RL,9743,2008,180650.3424
1956,RL,12511,2008,206003.1079
1957,RL,10400,2008,166457.6784
1958,RL,14311,2008,202916.2217
1959,RL,9000,2008,192463.97
1960,RL,10295,2008,171775.4972
1961,RL,7560,2008,175249.2221
1962,RM,1680,2008,147086.5989
1963,RM,1890,2008,149709.6721
1964,RM,1680,2008,171411.4045
1965,RL,2308,2008,178188.9648
1966,RL,2529,2008,156491.7114
1967,RL,12704,2008,180953.2412
1968,RL,13693,2008,203909.7591
1969,RL,14418,2008,175470.1491
1970,RL,13418,2008,205578.3336
1971,RL,12539,2008,199428.8577
1972,RL,12151,2008,187599.1639
1973,RL,8899,2008,192265.1981
1974,RL,10574,2008,196666.5549
1975,RL,12720,2008,155537.8623
1976,RL,10845,2008,169543.2406
1977,RL,16900,2008,202487.0102
1978,RL,16451,2008,208232.7163
1979,RL,10110,2008,173621.1952
1980,RL,12304,2008,172414.6086
1981,RL,8232,2008,164400.7564
1982,RL,6240,2008,160480.424
1983,RL,6240,2008,156060.8538
1984,RL,2448,2008,157437.1928
1985,RL,3940,2008,158163.7209
1986,RM,3940,2008,154849.0433
1987,RL,3710,2008,152186.6093
1988,RL,9024,2008,180340.2154
1989,RL,8010,2008,178344.6245
1990,RL,8396,2008,190170.3823
1991,RL,7301,2008,168092.9755
1992,RL,8220,2008,178757.9126
1993,RL,7750,2008,174518.2569
1994,RL,12460,2008,198168.4901
1995,RL,8390,2008,176882.694
1996,RL,9660,2008,183801.6729
1997,RL,11000,2008,196400.0467
1998,RL,11675,2008,172281.605
1999,RL,10990,2008,196380.3663
2000,RL,11929,2008,198228.3543
2001,RL,10010,2008,195556.5813
2002,RL,13253,2008,186453.2645
2003,RL,9801,2008,181869.3812
2004,RL,9428,2008,175610.8401
2005,RL,10037,2008,183438.7308
2006,FV,8640,2008,179584.4887
2007,FV,10625,2008,182386.1522
2008,FV,7500,2008,160750.3672
2009,RL,10110,2008,182477.505
2010,RL,12774,2008,187720.3592
2011,RL,13072,2008,187201.9421
2012,RL,9260,2008,176385.1022
2013,RL,8453,2008,175901.7878
2014,RL,8480,2008,182584.2802
2015,RL,14565,2008,195664.6861
2016,RL,8450,2008,181420.3465
2017,RL,8285,2008,176676.05
2018,RL,9100,2008,181594.6789
2019,RL,8100,2008,178521.748
2020,RL,8450,2008,175895.8837
2021,RL,6360,2008,168468.0059
2022,RL,19508,2008,200973.1294
2023,RL,10759,2008,197030.642
2024,RL,9205,2008,192867.4178
2025,RL,11025,2008,196449.2476
2026,FV,3435,2008,141684.1964
2027,FV,3180,2008,153353.3341
2028,FV,3180,2008,151143.549
2029,FV,2280,2008,163753.0871
2030,FV,4765,2008,158682.46
2031,FV,4538,2008,144959.8353
2032,FV,4385,2008,160144.3905
2033,FV,4109,2008,156286.5343
2034,FV,2160,2008,165726.7076
2035,FV,10646,2008,182427.481
2036,FV,2645,2008,173310.5615
2037,FV,2645,2008,173310.5615
2038,FV,3951,2008,151556.014
2039,RL,11064,2008,158908.1461
2040,RL,24572,2008,209834.3831
2041,RL,16280,2008,192410.5166
2042,FV,7500,2008,174026.2473
2043,RL,11104,2008,195499.8301
2044,RL,11050,2008,200918.0188
2045,RL,15387,2008,207243.616
2046,RL,9750,2008,196149.7839
2047,RL,8814,2008,192097.9149
2048,RL,8125,2008,178570.9489
2049,RL,11072,2008,228617.9683
2050,RL,13355,2008,199929.8844
2051,RL,7785,2008,160206.3656
2052,RL,9900,2008,179854.4319
2053,RL,11332,2008,185987.3405
2054,RL,4882,2008,161122.5056
2055,RL,9600,2008,175949.3427
2056,RL,9600,2008,183683.5906
2057,RL,7584,2008,176401.3476
2058,RL,14670,2008,205832.5325
2059,RL,8856,2008,177799.7998
2060,RL,9840,2008,167565.3621
2061,RL,13200,2008,186348.9584
2062,RL,10425,2008,179782.7595
2063,RL,11556,2008,169837.6233
2064,RL,9373,2008,178817.2757
2065,RL,12774,2008,174444.4791
2066,RL,14250,2008,192834.9689
2067,RL,8838,2008,196564.718
2068,RL,12436,2008,206977.567
2069,RL,10122,2008,157054.2539
2070,RL,7506,2008,175142.9481
2071,RL,5400,2008,159932.1644
2072,RL,10836,2008,182801.4083
2073,RL,10180,2008,181510.3752
2074,RL,11355,2008,181613.0351
2075,RL,12929,2008,186920.5126
2076,RL,7200,2008,157950.1706
2077,RL,8000,2008,176115.159
2078,RL,8000,2008,182744.5143
2079,RL,8064,2008,180660.6837
2080,RL,6390,2008,160775.6298
2081,RL,7200,2008,186711.7158
2082,RL,8513,2008,223581.7582
2083,RL,7200,2008,172330.9432
2084,RL,7200,2008,163474.6334
2085,RL,7590,2008,175308.2633
2086,RM,9836,2008,187462.7253
2087,RM,9184,2008,180655.1015
2088,RM,4800,2008,152121.986
2089,RM,4800,2008,159856.2339
2090,RM,6000,2008,186559.8549
2091,RM,11426,2008,183962.551
2092,RM,7628,2008,162107.1687
2093,RM,7308,2008,162582.289
2094,RM,5400,2008,154407.7016
2095,RM,10800,2008,181625.6664
2096,RM,6756,2008,164810.6095
2097,RM,5914,2008,176429.4012
2098,RM,9000,2008,179188.0899
2099,RM,7311,2008,145997.6354
2100,RM,12205,2008,218676.7683
2101,RM,9142,2008,188323.8612
2102,RM,5350,2008,168690.0723
2103,RM,9143,2008,165088.7468
2104,RM,9600,2008,191435.0079
2105,RM,6000,2008,168864.4047
2106,RM,11340,2008,176041.8824
2107,RM,10800,2008,215911.6744
2108,RM,9750,2008,167388.2386
2109,RM,8516,2008,163854.7868
2110,RL,7111,2008,163299.478
2111,RM,7425,2008,178298.2146
2112,RL,7010,2008,176376.5862
2113,RM,5000,2008,170211.044
2114,RM,5870,2008,170818.3448
2115,RM,6000,2008,174388.8674
2116,RM,6000,2008,161112.9874
2117,RM,6000,2008,172179.0823
2118,RM,6000,2008,157798.3097
2119,RM,5000,2008,169106.1514
2120,RM,5520,2008,170129.5314
2121,RM,5940,2008,157680.2274
2122,RM,6240,2008,162690.2091
2123,RM,6120,2008,146968.3794
2124,RM,6240,2008,181507.7214
2125,RM,6120,2008,191215.5898
2126,RL,9144,2008,189432.6898
2127,RM,8094,2008,207271.485
2128,RM,4347,2008,170030.8075
2129,RM,6291,2008,148409.8065
2130,RM,10266,2008,193850.614
2131,RM,6876,2008,193808.3193
2132,RM,10320,2008,166300.2354
2133,RM,7200,2008,163474.6334
2134,RM,7006,2008,177473.6066
2135,RM,10320,2008,157443.9255
2136,RM,10320,2008,180681.008
2137,RL,9488,2008,183463.1703
2138,RL,11235,2008,182481.7631
2139,RL,13014,2008,193717.1512
2140,RL,10265,2008,182782.551
2141,RL,7703,2008,175530.6516
2142,RL,9981,2008,177804.0579
2143,RL,7400,2008,159448.6708
2144,RL,12900,2008,181338.9767
2145,RL,9239,2008,178553.5585
2146,RL,14175,2008,162820.9283
2147,RL,10532,2008,188832.48
2148,RL,8375,2008,164682.1859
2149,RL,10200,2008,181549.7359
2150,RL,20270,2008,199158.097
2151,RL,5190,2008,152889.521
2152,RL,19550,2008,181150.5517
2153,RL,9571,2008,181416.7324
2154,RL,9350,2008,164391.2382
2155,RL,9360,2008,185421.0465
2156,RL,9771,2008,193981.3276
2157,RL,9938,2008,178824.3248
2158,RL,14171,2008,209270.0516
2159,RL,10541,2008,177801.2668
2160,RL,10616,2008,179053.7622
2161,RL,9345,2008,178762.1706
2162,RL,11778,2008,184655.3005
2163,RL,11778,2008,191284.6558
2164,RL,11454,2008,179598.0858
2165,RL,11500,2008,167517.6281
2166,RL,9750,2008,182873.9038
2167,RL,8696,2008,177484.9137
2168,RL,13142,2008,188444.5973
2169,RL,8998,2008,179184.1538
2170,RL,12192,2008,184365.1758
2171,RL,12250,2008,184479.322
2172,RL,9216,2008,182927.8639
2173,RL,14330,2008,178611.6394
2174,RL,10400,2008,181943.3436
2175,RL,9720,2008,175080.6148
2176,RL,14860,2008,190720.7946
2177,RL,10905,2008,198422.8681
2178,RL,11690,2008,184482.1131
2179,RM,4426,2008,139214.9522
2180,RM,10126,2008,169233.1136
2181,RL,9750,2008,180664.1187
2182,RL,11058,2008,178818.7426
2183,RL,9627,2008,180422.05
2184,RL,9825,2008,178601.9365
2185,RL,12102,2008,183083.1598
2186,RL,6500,2008,173163.1015
2187,RL,9638,2008,185968.1612
2188,RL,7200,2008,171226.0507
2189,RL,47007,2008,281643.9761
2190,RL,6012,2008,160031.7113
2191,RL,6845,2008,162775.9798
2192,RL,6931,2008,160735.446
2193,RL,12180,2008,166646.109
2194,RL,8050,2008,188384.5484
2195,RL,9520,2008,165830.6973
2196,RL,7692,2008,182138.3585
2197,RL,5142,2008,171595.398
2198,RL,7290,2008,160337.0792
2199,RL,7804,2008,191215.0887
2200,RL,8969,2008,166956.0932
2201,RL,15564,2008,186581.8309
2202,RL,7609,2008,176450.5486
2203,RL,9650,2008,193743.1949
2204,RL,11700,2008,198882.5661
2205,RL,9260,2008,176385.1022
2206,RL,7801,2008,162447.6393
2207,RL,9670,2008,193782.5557
2208,RL,12392,2008,183653.8909
2209,RL,26073,2008,210578.6235
2210,RM,1879,2008,158527.1641
2211,RM,7000,2008,163081.0257
2212,RM,6000,2008,174388.8674
2213,RM,8155,2008,191905.8701
2214,RM,6000,2008,174388.8674
2215,RM,7392,2008,161642.7116
2216,RM,9000,2008,186939.5072
2218,C (all),5280,2008,159695.9998
2219,C (all),5150,2008,157230.3697
2220,C (all),9000,2008,179188.0899
2221,RM,3843,2008,157972.8212
2222,RM,3811,2008,156804.9514
2223,RL,23730,2008,211491.9725
2224,RL,11050,2008,186537.2462
2225,RL,10260,2008,200468.1611
2226,RL,9990,2008,182241.3404
2227,RL,4084,2008,157342.2259
2228,RL,11563,2008,182022.3871
2229,RL,12852,2008,181244.5109
2230,RL,9802,2008,178556.6716
2231,RL,12018,2008,189547.1999
2232,RL,12890,2008,187948.6517
2233,RL,18265,2008,194107.2876
2234,RL,11202,2008,183521.7104
2235,RL,7915,2008,183682.1236
2236,RL,11449,2008,178483.3531
2237,RL,11447,2008,184003.8798
2238,RM,8940,2008,171318.5903
2239,RL,9278,2008,162039.7543
2240,RM,4500,2008,154846.2522
2241,RL,14137,2008,194822.3657
2242,RM,4224,2008,169788.7388
2243,RM,2665,2008,178891.5545
2244,RM,1974,2008,152084.7724
2245,RM,1596,2008,139169.8664
2246,RL,17979,2008,192439.536
2247,RM,1477,2008,161067.8598
2248,RL,6490,2008,158762.6485
2249,RL,6600,2008,175569.6904
2250,RL,12395,2008,183659.795
2252,RL,10667,2007,180051.8092
2253,RL,8872,2007,176519.1803
2254,RL,10147,2007,179028.4292
2255,RL,8637,2007,177161.5839
2256,RL,7875,2007,180081.5088
2257,RL,7500,2007,205895.2546
2258,RL,9556,2007,183389.7813
2259,RL,7655,2007,178543.6479
2260,RL,18160,2007,194798.3205
2261,RL,4740,2007,162845.6137
2262,RL,5118,2007,148103.867
2263,RL,12328,2007,201016.1711
2264,RL,51974,2007,277936.1269
2265,RL,41600,2007,249768.2798
2266,RL,8035,2007,161596.0522
2267,RL,14082,2007,158011.1149
2268,RL,13870,2007,194089.6839
2269,RL,10960,2007,181733.3369
2270,RL,12090,2007,182852.3277
2271,RL,12299,2007,189893.0031
2272,RL,11339,2007,194650.211
2273,RL,11850,2007,187904.4613
2274,RL,10400,2007,171774.9256
2275,RL,13001,2007,177998.6859
2276,RL,8991,2007,175648.4843
2277,RL,8000,2007,196918.0714
2278,RL,9457,2007,184299.8381
2279,RL,7920,2007,182379.8557
2280,RL,17199,2007,184050.7258
2281,RH,4113,2007,158296.976
2282,RH,10943,2007,175053.3556
2283,RM,2205,2007,162293.3761
2284,RM,2058,2007,186328.88
2285,RL,2304,2007,151422.1169
2286,RL,7150,2007,181969.3587
2287,RL,12469,2007,189122.677
2288,RL,11825,2007,185645.4752
2289,RL,14333,2007,182829.8981
2290,RL,13641,2007,195848.7882
2291,RL,13440,2007,198785.0596
2292,RL,15431,2007,181676.1266
2293,RL,13891,2007,194131.0127
2294,RL,13654,2007,201416.0049
2295,RL,17169,2007,185096.5772
2296,RL,16659,2007,195158.9726
2297,RL,9709,2007,184795.7837
2298,RL,13615,2007,189168.2639
2299,RL,13069,2007,216855.2601
2300,RL,14277,2007,184946.6425
2301,RL,12568,2007,189317.5128
2302,RL,9926,2007,180803.2778
2303,RL,9254,2007,175061.1859
2304,RL,10732,2007,179074.8391
2305,RL,3901,2007,145708.7643
2306,RL,3903,2007,142398.0228
2307,RL,6289,2007,161474.5349
2308,RL,4590,2007,157025.9452
2309,RL,7841,2007,163424.0378
2310,RL,6240,2007,164692.7786
2311,RL,3242,2007,152163.2444
2312,RL,15810,2007,192383.2155
2313,RL,10237,2007,182520.2303
2314,RL,13204,2007,187254.5075
2315,RL,8857,2007,176489.6597
2316,RL,9729,2007,181520.4668
2317,RL,12216,2007,186414.9782
2318,RL,8229,2007,185197.7646
2319,RL,7713,2007,178657.7941
2320,RL,7697,2007,179731.198
2321,RL,3621,2007,161748.2713
2322,RL,3710,2007,158608.7491
2323,RL,16219,2007,178807.3706
2324,RL,11084,2007,184187.1588
2325,RL,10936,2007,181686.104
2326,RL,11950,2007,190311.0502
2327,RL,7875,2007,192252.4964
2328,RL,8740,2007,193954.8495
2329,RL,9487,2007,181044.2016
2330,RL,9649,2007,180258.1312
2331,RL,12191,2007,199641.6573
2332,RL,10557,2007,197530.7752
2333,RL,11002,2007,191777.1969
2334,RL,10790,2007,195779.543
2335,RL,11762,2007,202112.0465
2336,RL,9044,2007,192343.3481
2337,RL,9910,2007,185191.3594
2338,RL,11830,2007,186760.208
2339,RL,10612,2007,177733.7819
2340,RL,12291,2007,164430.3912
2341,RL,9965,2007,185299.6016
2342,RL,8847,2007,186414.0123
2343,RL,8251,2007,176401.9211
2344,RL,9605,2007,182381.3226
2345,RL,8778,2007,176334.1847
2346,FV,8640,2007,184901.7358
2347,FV,9000,2007,180085.7669
2348,FV,8640,2007,184901.7358
2349,FV,10411,2007,183967.5615
2350,FV,12217,2007,193046.3016
2351,FV,10440,2007,168538.9695
2352,FV,11824,2007,170157.842
2353,FV,10625,2007,196559.7093
2354,RL,7500,2007,177133.7094
2355,RL,7500,2007,181553.2796
2356,RL,12450,2007,185770.6066
2357,RL,7441,2007,177017.5951
2358,RL,11613,2007,184123.3585
2359,RL,8012,2007,165970.3575
2360,RL,6285,2007,158151.985
2361,RL,7476,2007,177086.4764
2362,RL,19522,2007,196373.8962
2363,RL,10751,2007,172465.7071
2364,RL,12712,2007,168590.7824
2365,FV,4379,2007,158820.4742
2366,FV,3523,2007,151611.3706
2367,FV,3784,2007,152125.0286
2368,FV,3606,2007,158404.0731
2369,FV,5330,2007,160692.0786
2370,FV,2280,2007,170175.2268
2371,FV,2117,2007,169854.4366
2372,FV,7321,2007,183410.7858
2373,FV,8010,2007,180347.194
2374,FV,8413,2007,178930.5284
2375,RL,9466,2007,153346.2201
2376,RL,12000,2007,182675.2043
2377,RL,17778,2007,180770.6498
2378,RL,11700,2007,188714.1481
2379,RL,8000,2007,191393.6086
2380,RL,8723,2007,174016.1575
2381,RL,11700,2007,183189.6853
2382,RL,11358,2007,183621.5088
2383,RL,9547,2007,168991.2964
2384,RL,10530,2007,185306.6507
2385,RL,10738,2007,189030.6803
2386,RL,10800,2007,179208.6657
2387,RL,8050,2007,174901.4528
2388,RL,10899,2007,168337.4065
2389,RL,7450,2007,158234.9646
2390,RL,14357,2007,179562.4534
2391,RL,8243,2007,174176.3916
2392,RL,8680,2007,173931.5318
2393,RL,8800,2007,184111.7294
2394,RL,9200,2007,179374.482
2395,RL,8800,2007,207348.8119
2396,RL,11382,2007,186983.4193
2397,RL,22002,2007,206779.094
2398,RL,12172,2007,177472.0747
2399,RL,5000,2007,156727.9483
2400,RL,3500,2007,157090.5685
2401,RL,5175,2007,160387.0327
2402,RL,9600,2007,172410.2801
2403,RL,8668,2007,191603.3657
2404,RL,10050,2007,182152.2072
2405,RL,9600,2007,180161.6973
2406,RL,8760,2007,169652.2353
2407,RL,6860,2007,182503.5201
2408,RL,8250,2007,179714.6307
2409,RL,9100,2007,180282.5707
2410,RL,9736,2007,192600.3381
2411,RL,9770,2007,166115.4912
2412,RL,12198,2007,186379.5535
2413,RL,10050,2007,184361.9923
2414,RL,11556,2007,186220.9655
2415,RL,8078,2007,198176.4709
2416,RL,10950,2007,168437.7765
2417,RL,7942,2007,178003.5823
2418,RL,8540,2007,179180.4692
2419,RL,7150,2007,191930.5611
2420,RL,8400,2007,175590.2662
2421,RL,9532,2007,176713.1931
2422,RL,15783,2007,180159.0909
2423,RL,14190,2007,188090.1008
2424,RL,12099,2007,186184.7177
2425,RL,21281,2007,223055.5887
2426,RL,10284,2007,158270.7531
2427,RL,10800,2007,184733.1285
2428,RL,10090,2007,199926.379
2429,RL,8700,2007,175075.7852
2430,RL,8300,2007,180917.9251
2431,RL,7200,2007,182067.7606
2432,RL,7500,2007,178238.6019
2433,RL,7315,2007,173454.9446
2434,RL,7903,2007,176821.9363
2435,RL,8000,2007,183642.1913
2436,RL,7000,2007,177254.5827
2437,RL,6600,2007,168715.9501
2438,RL,6760,2007,180096.9312
2439,RM,6978,2007,160620.7282
2440,RM,6000,2007,175286.5444
2441,RM,4480,2007,153494.7833
2442,RM,3153,2007,156407.6592
2443,RM,7200,2007,162162.5252
2444,RM,9000,2007,166809.8868
2445,RM,5925,2007,172929.1564
2446,RM,9639,2007,193514.3309
2447,RM,10337,2007,181612.1416
2448,RM,9863,2007,191745.3864
2449,RM,4571,2007,171369.325
2450,RM,8398,2007,184425.4706
2451,RM,3600,2007,170563.2524
2452,RM,13500,2007,184522.3692
2453,RM,8626,2007,164968.9479
2454,RM,11800,2007,157939.6216
2455,RL,6854,2007,151520.3816
2456,RM,8674,2007,176129.5087
2457,RM,6125,2007,171112.979
2458,RM,6000,2007,169762.0816
2459,RM,6120,2007,162246.8289
2460,RM,6240,2007,171339.3034
2461,RM,6240,2007,189034.7537
2462,RM,6240,2007,175758.8736
2463,RM,6120,2007,163351.7215
2464,RM,7755,2007,189806.5466
2465,RL,8850,2007,175370.9909
2466,RL,8550,2007,196895.5999
2467,RM,5700,2007,176905.918
2468,RM,5680,2007,176866.5572
2469,RM,5680,2007,163590.6772
2470,RM,13200,2007,212693.503
2471,RM,9780,2007,192686.9317
