Id,MSZoning,LotArea,LotShape,OverallCond,YearBuilt,RoofStyle,Foundation,TotalBsmtSF,Heating,Electrical,GrLivArea,KitchenQual,TotRmsAbvGrd,GarageType,GarageYrBlt,GarageArea,GarageCond,YrSold,SalePrice
1376,RL,10991,IR1,5,2007,Gable,PConc,1571.0,GasA,SBrkr,1571,Gd,7,Attchd,2007.0,722.0,TA,2007,239000.0
1377,RL,6292,Reg,5,1930,Gable,BrkTil,768.0,GasA,SBrkr,790,TA,4,Detchd,1925.0,160.0,TA,2008,91000.0
1378,RL,10998,Reg,5,1941,Gable,CBlock,984.0,GasA,SBrkr,1604,TA,6,Detchd,1977.0,660.0,TA,2009,117000.0
1379,RM,1953,Reg,5,1973,Gable,CBlock,483.0,GasA,SBrkr,987,TA,5,Detchd,1973.0,264.0,TA,2006,83000.0
1381,RL,8212,Reg,3,1914,Gable,BrkTil,864.0,GasA,FuseF,864,TA,5,Detchd,1938.0,200.0,Fa,2010,58500.0
1382,RL,12925,IR1,7,1970,Gable,CBlock,1205.0,GasA,SBrkr,2117,TA,7,Attchd,1970.0,550.0,TA,2008,237500.0
1383,RM,7200,Reg,7,1920,Hip,BrkTil,596.0,GasA,SBrkr,1762,Gd,8,Detchd,1989.0,576.0,TA,2006,157000.0
1384,RL,25339,Reg,7,1918,Gable,BrkTil,816.0,GasA,SBrkr,1416,Gd,7,Attchd,2007.0,576.0,TA,2007,112000.0
1385,RL,9060,Reg,5,1939,Gable,BrkTil,560.0,GasA,SBrkr,1258,TA,6,Detchd,1939.0,280.0,TA,2009,105000.0
1386,RM,5436,Reg,8,1922,Gable,BrkTil,796.0,GasA,SBrkr,1154,Gd,7,Detchd,1922.0,240.0,TA,2010,125500.0
1387,RL,16692,IR1,5,1978,Gable,CBlock,1392.0,GasA,SBrkr,2784,Gd,12,Attchd,1978.0,564.0,TA,2006,250000.0
1388,RM,8520,Reg,7,1916,Gable,BrkTil,714.0,GasW,SBrkr,2526,Gd,10,Detchd,1916.0,216.0,TA,2007,136000.0
1389,RL,14892,IR1,5,2006,Gable,PConc,1746.0,GasA,SBrkr,1746,Ex,7,Attchd,2006.0,758.0,TA,2009,377500.0
1390,RM,6000,Reg,6,1941,Gable,BrkTil,735.0,GasA,SBrkr,1218,TA,6,Detchd,2003.0,440.0,TA,2007,131000.0
1391,RL,9100,Reg,5,2000,Gable,PConc,1525.0,GasA,SBrkr,1525,Gd,6,Attchd,2000.0,541.0,TA,2006,235000.0
1392,RL,8944,Reg,5,1967,Gable,CBlock,1584.0,GasA,SBrkr,1584,TA,8,Detchd,1967.0,792.0,TA,2009,124000.0
1393,RL,7838,Reg,5,1967,Gable,CBlock,864.0,GasA,SBrkr,900,TA,6,Attchd,1967.0,288.0,TA,2006,123000.0
1394,RM,10800,Reg,7,1905,Gable,BrkTil,482.0,GasA,SBrkr,1912,TA,7,Detchd,2003.0,672.0,TA,2008,163000.0
1395,RL,4045,Reg,5,2006,Hip,PConc,1356.0,GasA,SBrkr,1500,Gd,6,Attchd,2006.0,648.0,TA,2006,246578.0
1396,RL,12665,IR1,5,2005,Hip,PConc,1094.0,GasA,SBrkr,2482,Gd,9,BuiltIn,2005.0,642.0,TA,2007,281213.0
1397,RL,57200,IR1,5,1948,Gable,CBlock,747.0,GasA,SBrkr,1687,TA,7,Detchd,1966.0,572.0,TA,2010,160000.0
1398,RM,6120,Reg,8,1920,Gable,BrkTil,939.0,GasA,SBrkr,1513,TA,8,Detchd,1933.0,180.0,Fa,2007,137500.0
1399,RL,7200,Reg,4,1950,Gable,CBlock,1208.0,GasA,FuseA,1904,TA,7,Attchd,1950.0,240.0,TA,2009,138000.0
1400,RL,6171,Reg,6,1925,Gable,BrkTil,976.0,GasA,SBrkr,1608,Gd,7,Detchd,1925.0,216.0,TA,2009,137450.0
1401,RM,6000,Reg,7,1929,Gable,BrkTil,862.0,GasA,SBrkr,1158,TA,5,BuiltIn,1929.0,208.0,TA,2008,120000.0
1402,RL,7415,IR1,5,2004,Gable,PConc,839.0,GasA,SBrkr,1593,TA,8,Attchd,2004.0,398.0,TA,2008,193000.0
1403,RL,6762,Reg,5,2006,Gable,PConc,1286.0,GasA,SBrkr,1294,Gd,6,Attchd,2006.0,662.0,TA,2006,193879.0
1404,RL,15256,IR1,5,2007,Gable,PConc,1485.0,GasA,SBrkr,1464,Gd,6,Attchd,2007.0,754.0,TA,2007,282922.0
1405,RL,10410,Reg,4,1915,Gable,PConc,672.0,GasA,SBrkr,1214,TA,6,Detchd,1998.0,936.0,TA,2006,105000.0
1406,RM,3842,IR1,5,2004,Hip,PConc,1594.0,GasA,SBrkr,1646,Gd,5,Attchd,2004.0,482.0,TA,2008,275000.0
1407,RL,8445,Reg,7,1972,Gable,CBlock,768.0,GasA,SBrkr,768,TA,5,Detchd,1988.0,396.0,TA,2009,133000.0
1409,RM,7740,Reg,7,1910,Gable,CBlock,622.0,GasA,SBrkr,1363,TA,6,Detchd,1966.0,528.0,TA,2010,125500.0
1410,RL,20544,IR1,6,1986,Gable,CBlock,791.0,GasA,SBrkr,2093,TA,7,Attchd,1986.0,542.0,TA,2008,215000.0
1411,RL,12420,Reg,5,2001,Gable,PConc,944.0,GasA,SBrkr,1840,Gd,6,Attchd,2001.0,622.0,TA,2009,230000.0
1412,RL,9600,Reg,8,1950,Gable,CBlock,856.0,GasA,SBrkr,1668,TA,6,Attchd,1950.0,271.0,TA,2009,140000.0
1413,RL,7200,Reg,5,1949,Gable,Slab,0.0,Wall,FuseF,1040,TA,6,Detchd,1956.0,420.0,TA,2009,90000.0
1414,RL,10994,IR1,5,2005,Gable,PConc,1844.0,GasA,SBrkr,1844,Gd,7,Attchd,2005.0,620.0,TA,2009,257000.0
1415,RL,13053,Reg,7,1923,Gambrel,BrkTil,833.0,GasA,SBrkr,1848,Gd,8,Detchd,1922.0,370.0,TA,2008,207000.0
1416,RL,3635,Reg,5,2007,Hip,PConc,1386.0,GasA,SBrkr,1569,Gd,7,Attchd,2007.0,660.0,TA,2009,175900.0
1417,RM,11340,Reg,6,1885,Gable,PConc,777.0,GasA,SBrkr,2290,TA,11,Detchd,1971.0,560.0,TA,2010,122500.0
1418,RL,16545,IR1,5,1998,Gable,PConc,1284.0,GasA,SBrkr,2450,Gd,7,Attchd,1998.0,1069.0,TA,2009,340000.0
1419,RL,9204,Reg,5,1963,Gable,CBlock,1144.0,GasA,SBrkr,1144,TA,6,Detchd,1962.0,336.0,TA,2008,124000.0
1420,RL,16381,IR1,5,1969,Gable,CBlock,1844.0,GasA,SBrkr,1844,Gd,7,Attchd,1969.0,540.0,TA,2006,223000.0
1421,RL,11700,Reg,6,1968,Gable,CBlock,708.0,GasA,SBrkr,1416,TA,7,Attchd,1968.0,776.0,TA,2006,179900.0
1422,RL,4043,Reg,5,1977,Gable,CBlock,1069.0,GasA,SBrkr,1069,TA,4,Attchd,1977.0,440.0,TA,2010,127500.0
1423,RM,4435,Reg,5,2003,Gable,PConc,848.0,GasA,SBrkr,848,Gd,3,Attchd,2003.0,420.0,TA,2008,136500.0
1424,RL,19690,IR1,7,1966,Flat,CBlock,697.0,GasA,SBrkr,2201,Gd,8,Attchd,1966.0,432.0,Gd,2006,274970.0
1425,RL,9503,Reg,5,1958,Hip,CBlock,1024.0,GasA,SBrkr,1344,TA,6,Detchd,1970.0,484.0,TA,2007,144000.0
1426,RL,10721,IR1,6,1959,Hip,CBlock,1252.0,GasA,SBrkr,1252,Gd,7,Detchd,1960.0,528.0,TA,2008,142000.0
1427,RL,10944,IR1,5,1994,Gable,PConc,1223.0,GasA,SBrkr,2127,Gd,5,Attchd,1994.0,525.0,TA,2008,271000.0
1428,RL,10930,Reg,6,1945,Gable,CBlock,913.0,GasA,FuseA,1558,TA,6,Attchd,1962.0,288.0,TA,2008,140000.0
1429,RM,7200,Reg,7,1940,Gable,CBlock,788.0,GasA,SBrkr,804,Gd,4,Attchd,1940.0,240.0,TA,2010,119000.0
1430,RL,12546,IR1,7,1981,Gable,CBlock,1440.0,GasA,SBrkr,1440,Gd,7,Attchd,1981.0,467.0,TA,2007,182900.0
1431,RL,21930,IR3,5,2005,Gable,PConc,732.0,GasA,SBrkr,1838,TA,7,BuiltIn,2005.0,372.0,TA,2006,192140.0
1432,RL,4928,IR1,6,1976,Gable,CBlock,958.0,GasA,SBrkr,958,TA,5,Attchd,1976.0,440.0,TA,2009,143750.0
1433,RL,10800,Reg,6,1927,Gable,BrkTil,656.0,GasA,SBrkr,968,TA,5,Detchd,1928.0,216.0,Fa,2007,64500.0
1434,RL,10261,IR1,5,2000,Gable,PConc,936.0,GasA,SBrkr,1792,TA,8,Attchd,2000.0,451.0,TA,2008,186500.0
1435,RL,17400,Reg,5,1977,Gable,CBlock,1126.0,GasA,SBrkr,1126,TA,5,Attchd,1977.0,484.0,TA,2006,160000.0
1436,RL,8400,Reg,9,1962,Gable,CBlock,1319.0,GasA,SBrkr,1537,Gd,7,Attchd,1962.0,462.0,TA,2008,174000.0
1437,RL,9000,Reg,6,1971,Gable,PConc,864.0,GasA,SBrkr,864,TA,5,Detchd,1974.0,528.0,TA,2007,120500.0
1438,RL,12444,Reg,5,2008,Hip,PConc,1932.0,GasA,SBrkr,1932,Ex,7,Attchd,2008.0,774.0,TA,2008,394617.0
1439,RM,7407,Reg,7,1957,Gable,CBlock,912.0,GasA,FuseA,1236,TA,6,Attchd,1957.0,923.0,TA,2010,149700.0
1440,RL,11584,Reg,6,1979,Hip,CBlock,539.0,GasA,SBrkr,1725,TA,6,Attchd,1979.0,550.0,TA,2007,197000.0
1441,RL,11526,IR1,7,1922,Gable,BrkTil,588.0,GasA,SBrkr,2555,TA,11,Detchd,1993.0,672.0,TA,2008,191000.0
1442,RM,4426,Reg,5,2004,Gable,PConc,848.0,GasA,SBrkr,848,Gd,3,Attchd,2004.0,420.0,TA,2008,149300.0
1443,FV,11003,Reg,5,2008,Gable,PConc,1017.0,GasA,SBrkr,2007,Ex,10,Attchd,2008.0,812.0,TA,2009,310000.0
1444,RL,8854,Reg,6,1916,Gable,BrkTil,952.0,Grav,FuseF,952,Fa,4,Detchd,1916.0,192.0,Po,2009,121000.0
1445,RL,8500,Reg,5,2004,Gable,PConc,1422.0,GasA,SBrkr,1422,Gd,7,Attchd,2004.0,626.0,TA,2007,179600.0
1446,RL,8400,Reg,5,1966,Gable,CBlock,814.0,GasA,SBrkr,913,TA,6,Detchd,1990.0,240.0,TA,2007,129000.0
1447,RL,26142,IR1,7,1962,Gable,CBlock,1188.0,GasA,SBrkr,1188,TA,6,Attchd,1962.0,312.0,TA,2010,157900.0
1448,RL,10000,Reg,5,1995,Gable,PConc,1220.0,GasA,SBrkr,2090,Gd,8,Attchd,1995.0,556.0,TA,2007,240000.0
1449,RL,11767,Reg,7,1910,Gable,CBlock,560.0,GasA,SBrkr,1346,TA,6,Detchd,1950.0,384.0,TA,2007,112000.0
1452,RL,9262,Reg,5,2008,Gable,PConc,1573.0,GasA,SBrkr,1578,Ex,7,Attchd,2008.0,840.0,TA,2009,287090.0
1453,RM,3675,Reg,5,2005,Gable,PConc,547.0,GasA,SBrkr,1072,TA,5,Basment,2005.0,525.0,TA,2006,145000.0
1455,FV,7500,Reg,5,2004,Gable,PConc,1221.0,GasA,SBrkr,1221,Gd,6,Attchd,2004.0,400.0,TA,2009,185000.0
1456,RL,7917,Reg,5,1999,Gable,PConc,953.0,GasA,SBrkr,1647,TA,7,Attchd,1999.0,460.0,TA,2007,175000.0
1457,RL,13175,Reg,6,1978,Gable,CBlock,1542.0,GasA,SBrkr,2073,TA,7,Attchd,1978.0,500.0,TA,2010,210000.0
1458,RL,9042,Reg,9,1941,Gable,Stone,1152.0,GasA,SBrkr,2340,Gd,9,Attchd,1941.0,252.0,TA,2010,266500.0
1459,RL,9717,Reg,6,1950,Hip,CBlock,1078.0,GasA,FuseA,1078,Gd,5,Attchd,1950.0,240.0,TA,2010,142125.0
1460,RL,9937,Reg,6,1965,Gable,CBlock,1256.0,GasA,SBrkr,1256,TA,6,Attchd,1965.0,276.0,TA,2008,147500.0
1461,RH,11622,Reg,6,1961,Gable,CBlock,882.0,GasA,SBrkr,896,TA,5,Attchd,1961.0,730.0,TA,2010,169277.0525
1462,RL,14267,IR1,6,1958,Hip,CBlock,1329.0,GasA,SBrkr,1329,Gd,6,Attchd,1958.0,312.0,TA,2010,187758.394
1463,RL,13830,IR1,5,1997,Gable,PConc,928.0,GasA,SBrkr,1629,TA,6,Attchd,1997.0,482.0,TA,2010,183583.6836
1464,RL,9978,IR1,6,1998,Gable,PConc,926.0,GasA,SBrkr,1604,Gd,7,Attchd,1998.0,470.0,TA,2010,179317.4775
1465,RL,5005,IR1,5,1992,Gable,PConc,1280.0,GasA,SBrkr,1280,Gd,5,Attchd,1992.0,506.0,TA,2010,150730.08
1466,RL,10000,IR1,5,1993,Gable,PConc,763.0,GasA,SBrkr,1655,TA,7,Attchd,1993.0,440.0,TA,2010,177150.9892
1467,RL,7980,IR1,7,1992,Gable,PConc,1168.0,GasA,SBrkr,1187,TA,6,Attchd,1992.0,420.0,TA,2010,172070.6592
1468,RL,8402,IR1,5,1998,Gable,PConc,789.0,GasA,SBrkr,1465,TA,7,Attchd,1998.0,393.0,TA,2010,175110.9565
1469,RL,10176,Reg,5,1990,Gable,PConc,1300.0,GasA,SBrkr,1341,Gd,5,Attchd,1990.0,506.0,TA,2010,162011.6988
1470,RL,8400,Reg,5,1970,Gable,CBlock,882.0,GasA,SBrkr,882,TA,4,Attchd,1970.0,525.0,TA,2010,160726.2478
1471,RH,5858,IR1,5,1999,Gable,PConc,1405.0,GasA,SBrkr,1337,Gd,5,Attchd,1999.0,511.0,TA,2010,157933.2795
1472,RM,1680,Reg,5,1971,Gable,CBlock,483.0,GasA,SBrkr,987,TA,5,Detchd,1971.0,264.0,TA,2010,145291.245
1473,RM,1680,Reg,5,1971,Gable,CBlock,525.0,GasA,SBrkr,1092,TA,6,Detchd,1997.0,320.0,TA,2010,159672.0176
1474,RL,2280,Reg,6,1975,Gable,CBlock,855.0,GasA,SBrkr,1456,Gd,6,Attchd,1975.0,440.0,TA,2010,164167.5183
1475,RL,2280,Reg,6,1975,Gable,CBlock,836.0,GasA,SBrkr,836,TA,4,Attchd,1975.0,308.0,TA,2010,150891.6382
1476,RL,12858,IR1,5,2009,Gable,PConc,1590.0,GasA,SBrkr,2334,Ex,10,Attchd,2009.0,751.0,TA,2010,179460.9652
1477,RL,12883,IR1,5,2009,Gable,PConc,1544.0,GasA,SBrkr,1544,Gd,7,Attchd,2009.0,868.0,TA,2010,185034.6289
1478,RL,11520,Reg,5,2005,Hip,PConc,1698.0,GasA,SBrkr,1698,Ex,7,Attchd,2005.0,730.0,TA,2010,182352.1926
1479,RL,14122,IR1,5,2005,Hip,PConc,1822.0,GasA,SBrkr,1822,Ex,8,Attchd,2005.0,678.0,TA,2010,183053.4582
1480,RL,14300,Reg,5,2003,Hip,PConc,2846.0,GasA,SBrkr,2696,Ex,10,Attchd,2003.0,958.0,TA,2010,187823.3393
1481,RL,13650,Reg,5,2002,Gable,PConc,1671.0,GasA,SBrkr,2250,Gd,7,Attchd,2002.0,756.0,TA,2010,186544.1143
1482,RL,7132,IR1,5,2006,Gable,PConc,1370.0,GasA,SBrkr,1370,Gd,6,Attchd,2006.0,484.0,TA,2010,158230.7752
1483,RL,18494,IR1,5,2005,Gable,PConc,1324.0,GasA,SBrkr,1324,Gd,6,Attchd,2005.0,430.0,TA,2010,190552.8293
1484,RL,3203,Reg,5,2006,Gable,PConc,1145.0,GasA,SBrkr,1145,Gd,6,Attchd,2006.0,437.0,TA,2010,147183.6749
1485,RL,13300,IR1,5,2004,Gable,PConc,384.0,GasA,SBrkr,1374,Gd,7,BuiltIn,2004.0,400.0,TA,2010,185855.3009
1486,RL,8577,IR1,5,2004,Gable,PConc,847.0,GasA,SBrkr,1733,Gd,7,BuiltIn,2004.0,433.0,TA,2010,174350.4707
1487,RL,17433,IR2,5,1998,Hip,PConc,1629.0,GasA,SBrkr,2475,Gd,7,Attchd,1998.0,962.0,TA,2010,201740.6207
1488,RL,8987,Reg,5,2005,Gable,PConc,1595.0,GasA,SBrkr,1595,Gd,6,Attchd,2005.0,880.0,TA,2010,162986.3789
1489,FV,9215,Reg,5,2009,Hip,PConc,1218.0,GasA,SBrkr,1218,Gd,4,Attchd,2009.0,676.0,TA,2010,162330.1991
1490,FV,10440,Reg,5,2005,Gable,PConc,1468.0,GasA,SBrkr,1468,Gd,6,Attchd,2005.0,528.0,TA,2010,165845.9386
1491,RL,11920,Reg,5,2004,Gable,PConc,831.0,GasA,SBrkr,1659,Gd,8,Attchd,2004.0,484.0,TA,2010,180929.6229
1492,RH,9800,Reg,5,1920,Gable,BrkTil,816.0,GasA,FuseA,1012,TA,5,Detchd,1920.0,429.0,TA,2010,163481.5015
1493,RL,15410,IR1,6,1974,Hip,CBlock,1208.0,GasA,SBrkr,1494,TA,7,Attchd,1974.0,461.0,TA,2010,187798.0767
1494,RL,13143,IR1,5,1993,Gable,PConc,1231.0,GasA,SBrkr,2349,Gd,9,Attchd,1993.0,762.0,TA,2010,198822.1989
1495,RL,11134,Reg,5,1992,Gable,PConc,1390.0,GasA,SBrkr,2225,Gd,7,Attchd,1992.0,713.0,TA,2010,194868.4099
1496,FV,4835,IR1,5,2004,Gable,PConc,1488.0,GasA,SBrkr,1488,Gd,6,Attchd,2004.0,506.0,TA,2010,152605.2986
1497,FV,3515,Reg,5,2004,Gable,PConc,840.0,GasA,SBrkr,1680,Gd,3,Attchd,2004.0,588.0,TA,2010,147797.7028
1498,FV,3215,Reg,5,2004,Gable,PConc,600.0,GasA,SBrkr,1200,Gd,4,Detchd,2004.0,480.0,TA,2010,150521.969
1499,FV,2544,Reg,5,2004,Gable,PConc,600.0,GasA,SBrkr,1200,Gd,4,Detchd,2004.0,480.0,TA,2010,146991.6302
1500,FV,2544,Reg,5,2005,Gable,PConc,600.0,GasA,SBrkr,1236,Gd,4,Detchd,2005.0,480.0,TA,2010,150306.3078
1501,FV,2980,Reg,5,2000,Gable,PConc,756.0,GasA,SBrkr,1512,Gd,5,Detchd,2000.0,440.0,TA,2010,151164.3725
1502,FV,2403,IR1,5,2003,Gable,PConc,530.0,GasA,SBrkr,1080,Gd,4,Attchd,2003.0,496.0,TA,2010,151133.707
1503,FV,12853,IR1,5,2010,Gable,PConc,1642.0,GasA,SBrkr,1418,Gd,6,Attchd,2010.0,852.0,TA,2010,156214.0425
1504,FV,7379,IR1,5,2000,Gable,PConc,975.0,GasA,SBrkr,1848,Gd,7,Attchd,2000.0,592.0,TA,2010,171992.7607
1505,FV,8000,Reg,5,2002,Gable,PConc,1492.0,GasA,SBrkr,1492,Gd,6,Attchd,2002.0,596.0,TA,2010,173214.9125
1506,RL,10456,IR1,6,1967,Hip,CBlock,1829.0,GasA,SBrkr,1829,TA,8,Attchd,1967.0,535.0,TA,2010,192429.1873
1507,RL,10791,Reg,5,1993,Gable,PConc,1280.0,GasA,SBrkr,2495,Gd,9,Attchd,1993.0,660.0,TA,2010,190878.6951
1508,RL,18837,IR1,5,1978,Gable,PConc,1224.0,GasA,SBrkr,1891,TA,7,Attchd,1978.0,678.0,TA,2010,194542.5441
1509,RL,9600,Reg,6,1971,Gable,CBlock,715.0,GasA,SBrkr,1645,TA,7,Attchd,1971.0,441.0,TA,2010,191849.4391
1510,RL,9600,Reg,5,1966,Hip,CBlock,1232.0,GasA,SBrkr,1232,TA,6,Attchd,1966.0,490.0,TA,2010,176363.7739
1511,RL,9900,Reg,5,1966,Hip,PConc,1209.0,GasA,SBrkr,1209,TA,6,Attchd,1966.0,504.0,TA,2010,176954.1854
1512,RL,9680,Reg,6,1967,Gable,CBlock,1510.0,GasA,SBrkr,1510,Gd,6,Attchd,1967.0,517.0,TA,2010,176521.217
1513,RL,10600,IR1,5,1964,Gable,CBlock,533.0,GasA,SBrkr,1775,TA,8,Attchd,1964.0,480.0,TA,2010,179436.7048
1515,RL,9724,Reg,7,1952,Gable,CBlock,1140.0,GasA,SBrkr,2461,TA,7,Detchd,1994.0,400.0,TA,2010,175502.9181
1516,RL,17360,Reg,6,1949,Gable,CBlock,782.0,GasA,SBrkr,1556,TA,6,Attchd,1949.0,470.0,TA,2010,188321.0738
1517,RL,11380,IR1,8,1966,Gable,CBlock,1080.0,GasA,SBrkr,1128,Gd,5,Attchd,1966.0,315.0,TA,2010,163276.3245
1518,RL,8267,Reg,5,1958,Gable,CBlock,1604.0,GasA,SBrkr,1604,TA,8,Attchd,1958.0,576.0,TA,2010,185911.3663
1519,RL,8197,Reg,5,2003,Gable,PConc,1480.0,GasA,SBrkr,1480,Gd,7,Attchd,2003.0,620.0,TA,2010,171392.831
1520,RL,8050,IR1,5,1959,Hip,CBlock,1143.0,GasA,SBrkr,1143,TA,6,Attchd,1959.0,308.0,TA,2010,174418.207
1521,RL,10725,IR1,5,1959,Hip,CBlock,1206.0,GasA,SBrkr,1206,TA,6,Attchd,1959.0,312.0,TA,2010,179682.7096
1522,RL,10032,Reg,5,1959,Gable,CBlock,1244.0,GasA,SBrkr,1580,TA,6,Attchd,1956.0,440.0,TA,2010,179423.7516
1523,RL,8382,Reg,5,1956,Gable,CBlock,832.0,GasA,FuseA,1337,TA,5,Attchd,1956.0,263.0,TA,2010,171756.9181
1524,RL,10950,Reg,7,1952,Gable,CBlock,864.0,GasA,SBrkr,1064,Fa,4,Detchd,1952.0,318.0,TA,2010,166849.6382
1525,RL,10895,Reg,6,1955,Gable,CBlock,972.0,GasA,SBrkr,972,TA,5,Attchd,1955.0,305.0,TA,2010,181122.1687
1526,RL,13587,Reg,5,1958,Gable,CBlock,988.0,GasA,SBrkr,988,TA,5,Attchd,1958.0,264.0,TA,2010,170934.4627
1527,RL,7898,Reg,7,1920,Gable,BrkTil,576.0,GasA,SBrkr,985,TA,4,Detchd,1989.0,676.0,TA,2010,159738.2926
1528,RL,8064,Reg,8,1948,Gable,CBlock,816.0,GasA,SBrkr,1224,TA,5,Detchd,1950.0,280.0,TA,2010,174445.7596
1529,RL,7635,IR1,6,1960,Gable,CBlock,1175.0,GasA,SBrkr,1175,TA,6,Detchd,1960.0,484.0,TA,2010,174706.3637
1530,RL,9760,Reg,7,1963,Hip,CBlock,1395.0,GasA,SBrkr,1395,TA,7,Attchd,1963.0,440.0,TA,2010,164507.6725
1531,RM,4800,Reg,5,1900,Hip,PConc,709.0,GasA,SBrkr,1844,TA,9,Basment,1900.0,240.0,TA,2010,163602.5122
1533,RM,5805,Reg,7,1957,Hip,CBlock,1347.0,GasA,SBrkr,1347,Gd,6,Detchd,1957.0,551.0,TA,2010,171104.8535
1534,RM,6900,Reg,7,1938,Gable,PConc,827.0,GasA,SBrkr,1251,Fa,6,Detchd,1938.0,240.0,TA,2010,167735.3927
1535,RM,11851,Reg,7,1948,Gable,BrkTil,1027.0,GasA,SBrkr,1633,Gd,7,Detchd,1948.0,240.0,TA,2010,183003.6133
1536,RM,8239,Reg,6,1920,Gable,BrkTil,1008.0,GasA,SBrkr,1245,TA,6,Detchd,1962.0,315.0,TA,2010,172580.3812
1537,RM,9656,Reg,2,1923,Gable,BrkTil,678.0,GasA,SBrkr,832,TA,5,Detchd,1928.0,780.0,Fa,2010,165407.8891
1538,RM,9600,Reg,9,1900,Gable,BrkTil,930.0,GasW,SBrkr,1566,Gd,7,Detchd,1930.0,288.0,TA,2010,176363.7739
1539,RM,9000,Reg,9,1890,Gable,Stone,346.0,GasA,SBrkr,2268,Gd,7,Detchd,2003.0,624.0,TA,2010,175182.9509
1541,RM,10560,Reg,7,1922,Gable,CBlock,738.0,GasA,SBrkr,1470,TA,6,Detchd,1970.0,624.0,TA,2010,167186.9958
1542,RM,5830,Reg,6,1950,Gable,CBlock,988.0,GasA,SBrkr,1612,TA,7,Detchd,1950.0,363.0,TA,2010,167839.3768
1543,RL,7793,IR1,7,1922,Gable,BrkTil,1108.0,GasA,FuseA,2068,Gd,8,Detchd,1928.0,315.0,TA,2010,173912.4212
1544,RM,5000,Reg,7,1925,Gable,BrkTil,765.0,GasA,FuseF,765,Gd,4,Detchd,1926.0,200.0,TA,2010,154034.9174
1545,RM,6000,Reg,7,1939,Gable,BrkTil,608.0,GasA,SBrkr,1132,TA,5,Detchd,1939.0,240.0,TA,2010,156002.9558
1546,RM,6000,Reg,6,1940,Gable,CBlock,572.0,GasA,FuseA,1196,TA,6,Detchd,1973.0,576.0,TA,2010,168173.9433
1547,RM,6360,Reg,6,1942,Gable,CBlock,835.0,GasA,FuseA,1453,Gd,7,Detchd,1942.0,240.0,TA,2010,168882.4371
1548,RM,6000,Reg,7,1948,Gable,CBlock,780.0,GasA,SBrkr,1416,TA,6,Detchd,1948.0,312.0,TA,2010,168173.9433
1549,RM,6240,Reg,7,1936,Gable,CBlock,528.0,GasA,SBrkr,1040,TA,5,Detchd,1979.0,624.0,TA,2010,157580.1776
1550,RM,6240,Reg,5,1930,Gable,BrkTil,928.0,GasA,FuseF,1536,TA,7,Detchd,1930.0,480.0,TA,2010,181922.1526
1551,RM,6120,Reg,5,1923,Gable,BrkTil,1124.0,GasA,SBrkr,1068,TA,5,Detchd,1923.0,288.0,TA,2010,155134.2278
1552,RM,8094,Reg,5,1915,Gable,CBlock,888.0,GasA,SBrkr,1962,TA,9,Detchd,1915.0,572.0,TA,2010,188885.5733
1554,RM,3068,Reg,8,1920,Gable,BrkTil,662.0,GasA,SBrkr,1324,TA,6,Detchd,1920.0,180.0,TA,2010,161298.7623
1555,RL,15263,IR1,5,1959,Gable,CBlock,1422.0,GasA,SBrkr,1675,TA,8,Attchd,1959.0,365.0,TA,2010,188613.6676
1558,RL,6001,IR1,5,1940,Gable,CBlock,600.0,GasA,SBrkr,919,TA,5,Detchd,1940.0,231.0,TA,2010,168175.9113
1560,RH,6048,Reg,7,1910,Gable,BrkTil,856.0,GasA,SBrkr,1680,TA,7,Detchd,1910.0,450.0,Fa,2010,158307.2067
1562,RL,7800,Reg,7,1966,Hip,CBlock,864.0,GasA,SBrkr,892,Gd,5,Detchd,1966.0,416.0,TA,2010,175031.09
1563,RL,7832,Reg,5,1968,Hip,CBlock,864.0,GasA,SBrkr,864,TA,4,Detchd,1969.0,280.0,TA,2010,160713.2946
1564,RL,7424,IR1,5,1978,Gable,CBlock,1319.0,GasA,SBrkr,1373,TA,5,Attchd,1978.0,591.0,TA,2010,173186.215
1565,RL,11227,Reg,5,1968,Gable,CBlock,720.0,GasA,SBrkr,1440,TA,7,Attchd,1968.0,480.0,TA,2010,191736.7598
1566,RL,20062,IR1,7,1977,Hip,CBlock,1420.0,GasA,SBrkr,1483,TA,4,Attchd,1977.0,690.0,TA,2010,170401.631
1567,RL,9259,Reg,4,1927,Gable,BrkTil,660.0,GasA,SBrkr,756,TA,4,Detchd,1945.0,440.0,TA,2010,164626.5779
1568,RL,17082,IR1,5,1978,Gable,PConc,1117.0,GasA,SBrkr,1981,Gd,8,Attchd,1978.0,522.0,TA,2010,205469.4094
1569,RL,18600,Reg,4,1938,Gable,CBlock,972.0,GasA,FuseA,1610,Fa,8,Attchd,1938.0,480.0,TA,2010,209561.7842
1570,RL,11479,Reg,7,1950,Gable,CBlock,663.0,GasA,SBrkr,1074,Gd,6,Attchd,1987.0,467.0,TA,2010,182271.5031
1571,RL,9350,Reg,6,1947,Gable,CBlock,756.0,GasA,SBrkr,1531,TA,8,Detchd,1947.0,209.0,TA,2010,178081.5494
1572,RL,9525,Reg,7,1954,Gable,CBlock,1172.0,GasA,SBrkr,1172,TA,5,Attchd,1954.0,366.0,TA,2010,178425.9561
